idx,id,step1,step2,step3,step4,reactant_1,product_1,reactant_2,product_2,reactant_3,product_3,reactant_4,product_4,steplength,bbsRxnID,step1_smirks,step2_smirks,step3_smirks,step4_smirks,smarts1,bbsRxnID_1,simplesmarts1,smarts2,bbsRxnID_2,simplesmarts2,smarts3,bbsRxnID_3,simplesmarts3,smarts4,bbsRxnID_4,simplesmarts4,combo_simple_smarts,combo_smarts,simple_smarts_merge,combo_simple_smarts_count
11,1603406,add_rxn_15104,add_rxn_34306,add_rxn_kegg_R02205,add_rxn_49479,26dap_LL,C00739,C00739,C00408,C00408,C00450,C00450,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCCN1,O=C(O)C1CCCCN1>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8],109663,O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C,[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7],173132,C-[N&H1]-C-C>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],173023,C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C$$C-[N&H1]-C-C>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8]$$[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
24,1603315,add_rxn_15104,add_rxn_kegg_R00459,add_rxn_kegg_R02206,add_rxn_49479,26dap_LL,C00739,C00739,C00408,C00408,C00450,C00450,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCCN1,O=C(O)C1CCCCN1>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8],109663,O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C,[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7],173132,C-[N&H1]-C-C>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],173023,C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C$$C-[N&H1]-C-C>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8]$$[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
25,1603353,add_rxn_15104,add_rxn_kegg_R00459,add_rxn_kegg_R02205,add_rxn_49479,26dap_LL,C00739,C00739,C00408,C00408,C00450,C00450,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCCN1,O=C(O)C1CCCCN1>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8],109663,O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C,[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7],173132,C-[N&H1]-C-C>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],173023,C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C$$C-[N&H1]-C-C>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8]$$[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
26,1603361,add_rxn_15104,add_rxn_34306,add_rxn_11995,add_rxn_49479,26dap_LL,C00739,C00739,C00408,C00408,C00450,C00450,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCCN1,O=C(O)C1CCCCN1>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8],109663,O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C,[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7],173132,C-[N&H1]-C-C>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],173023,C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C$$C-[N&H1]-C-C>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8]$$[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
27,1603358,add_rxn_15104,add_rxn_kegg_R00459,add_rxn_kegg_R02205,add_rxn_49483,26dap_LL,C00739,C00739,C00408,C00408,C00450,C00450,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCCN1,O=C(O)C1CCCCN1>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8],109663,O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C,[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7],173132,C-[N&H1]-C-C>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],173023,C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C$$C-[N&H1]-C-C>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8]$$[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
28,1603354,add_rxn_15104,add_rxn_kegg_R00459,add_rxn_11995,add_rxn_49479,26dap_LL,C00739,C00739,C00408,C00408,C00450,C00450,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCCN1,O=C(O)C1CCCCN1>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8],109663,O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C,[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7],173132,C-[N&H1]-C-C>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],173023,C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C$$C-[N&H1]-C-C>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8]$$[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
29,1603351,add_rxn_15104,add_rxn_34306,add_rxn_kegg_R02206,add_rxn_49483,26dap_LL,C00739,C00739,C00408,C00408,C00450,C00450,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCCN1,O=C(O)C1CCCCN1>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8],109663,O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C,[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7],173132,C-[N&H1]-C-C>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],173023,C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C$$C-[N&H1]-C-C>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8]$$[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
30,1603359,add_rxn_15104,add_rxn_34306,add_rxn_kegg_R02205,add_rxn_49483,26dap_LL,C00739,C00739,C00408,C00408,C00450,C00450,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCCN1,O=C(O)C1CCCCN1>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8],109663,O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C,[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7],173132,C-[N&H1]-C-C>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],173023,C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C$$C-[N&H1]-C-C>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8]$$[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
31,1603363,add_rxn_15104,add_rxn_kegg_R00459,add_rxn_11995,add_rxn_49483,26dap_LL,C00739,C00739,C00408,C00408,C00450,C00450,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCCN1,O=C(O)C1CCCCN1>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8],109663,O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C,[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7],173132,C-[N&H1]-C-C>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],173023,C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C$$C-[N&H1]-C-C>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8]$$[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
32,1603321,add_rxn_15104,add_rxn_kegg_R00459,add_rxn_kegg_R02206,add_rxn_49483,26dap_LL,C00739,C00739,C00408,C00408,C00450,C00450,C00956,4,109250,NC(CCCC(N)C(=O)O)C(=O)O>>NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O>>O=C(O)C1CCCCN1,O=C(O)C1CCCCN1>>O=C(O)C1CCCC=N1,O=C(O)C1CCCC=N1>>NC(CCCC(=O)O)C(=O)O,[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10],109240,C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2],[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8],109663,O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C,[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7],173132,C-[N&H1]-C-C>>C-N=C-C,[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],173023,C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],C-C(-[N&H2])-C(=O)-[O&H1]>>C-C-[N&H2]$$O=C-C(-C)-[N&H2].C-[N&H2]>>O=C-C(-C)-[N&H1]-C$$C-[N&H1]-C-C>>C-N=C-C$$C-N=C-C>>C-[N&H2].C-C(=O)-[O&H1],[C:8]-[C:9](-[N&H2:10])-[C:11](=[O:12])-[O&H1:13]>>[C:8]-[C:9]-[N&H2:10]$$[O:1]=[C:2]-[C:4](-[C:5])-[N&H2:10].[C:8]-[N&H2:9]>>[O:1]=[C:2]-[C:4](-[C:5])-[N&H1:9]-[C:8]$$[C:4]-[N&H1:5]-[C:6]-[C:7]>>[C:4]-[N:5]=[C:6]-[C:7]$$[C:4]-[N:5]=[C:6]-[C:7]>>[C:4]-[N&H2:5].[C:7]-[C:6](=[O:10])-[O&H1:11],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
1,1875178,add_rxn_43031,add_rxn_24207,add_rxn_25640,norxn,C00506,C00094,C00094,C00593,C00593,C14179,nomet,nomet,3,130794,NC(CS(=O)(=O)O)C(=O)O>>O=S(O)O,O=S(O)O>>O=CCS(=O)(=O)O,O=CCS(=O)(=O)O>>O=C(O)CS(=O)(=O)O,,[S:1](=[O:2])(=[O:3])(-[O&H1:4])-[C:10]-[C:8](-[C:6](=[O:5])-[O&H1:7])-[N&H2:9]>>[S:1](=[O:2])(-[O&H1:3])-[O&H1:4],130803,S(=O)(=O)(-[O&H1])-C-C(-C(=O)-[O&H1])-[N&H2]>>S(=O)(-[O&H1])-[O&H1],[O:1]=[S:2](-[O&H1:3])-[O&H1:4]>>[O:1]=[S:2](=[O:3])(-[O&H1:4])-[C:7]-[C:6]=[O:5],201224,O=S(-[O&H1])-[O&H1]>>O=S(=O)(-[O&H1])-C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:8],170969,O=C-C>>O=C(-C)-[O&H1],,,,S(=O)(=O)(-[O&H1])-C-C(-C(=O)-[O&H1])-[N&H2]>>S(=O)(-[O&H1])-[O&H1]$$O=S(-[O&H1])-[O&H1]>>O=S(=O)(-[O&H1])-C-C=O$$O=C-C>>O=C(-C)-[O&H1],[S:1](=[O:2])(=[O:3])(-[O&H1:4])-[C:10]-[C:8](-[C:6](=[O:5])-[O&H1:7])-[N&H2:9]>>[S:1](=[O:2])(-[O&H1:3])-[O&H1:4]$$[O:1]=[S:2](-[O&H1:3])-[O&H1:4]>>[O:1]=[S:2](=[O:3])(-[O&H1:4])-[C:7]-[C:6]=[O:5]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:8],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
2,1875188,add_rxn_13444,add_rxn_24207,add_rxn_25640,norxn,Lcyst,C00094,C00094,C00593,C00593,C14179,nomet,nomet,3,130794,NC(CS(=O)(=O)O)C(=O)O>>O=S(O)O,O=S(O)O>>O=CCS(=O)(=O)O,O=CCS(=O)(=O)O>>O=C(O)CS(=O)(=O)O,,[S:1](=[O:2])(=[O:3])(-[O&H1:4])-[C:10]-[C:8](-[C:6](=[O:5])-[O&H1:7])-[N&H2:9]>>[S:1](=[O:2])(-[O&H1:3])-[O&H1:4],130803,S(=O)(=O)(-[O&H1])-C-C(-C(=O)-[O&H1])-[N&H2]>>S(=O)(-[O&H1])-[O&H1],[O:1]=[S:2](-[O&H1:3])-[O&H1:4]>>[O:1]=[S:2](=[O:3])(-[O&H1:4])-[C:7]-[C:6]=[O:5],201224,O=S(-[O&H1])-[O&H1]>>O=S(=O)(-[O&H1])-C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:8],170969,O=C-C>>O=C(-C)-[O&H1],,,,S(=O)(=O)(-[O&H1])-C-C(-C(=O)-[O&H1])-[N&H2]>>S(=O)(-[O&H1])-[O&H1]$$O=S(-[O&H1])-[O&H1]>>O=S(=O)(-[O&H1])-C-C=O$$O=C-C>>O=C(-C)-[O&H1],[S:1](=[O:2])(=[O:3])(-[O&H1:4])-[C:10]-[C:8](-[C:6](=[O:5])-[O&H1:7])-[N&H2:9]>>[S:1](=[O:2])(-[O&H1:3])-[O&H1:4]$$[O:1]=[S:2](-[O&H1:3])-[O&H1:4]>>[O:1]=[S:2](=[O:3])(-[O&H1:4])-[C:7]-[C:6]=[O:5]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:8],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
3,1875174,add_rxn_26489,add_rxn_24207,add_rxn_25640,norxn,Lcyst,C00094,C00094,C00593,C00593,C14179,nomet,nomet,3,130794,NC(CS(=O)(=O)O)C(=O)O>>O=S(O)O,O=S(O)O>>O=CCS(=O)(=O)O,O=CCS(=O)(=O)O>>O=C(O)CS(=O)(=O)O,,[S:1](=[O:2])(=[O:3])(-[O&H1:4])-[C:10]-[C:8](-[C:6](=[O:5])-[O&H1:7])-[N&H2:9]>>[S:1](=[O:2])(-[O&H1:3])-[O&H1:4],130803,S(=O)(=O)(-[O&H1])-C-C(-C(=O)-[O&H1])-[N&H2]>>S(=O)(-[O&H1])-[O&H1],[O:1]=[S:2](-[O&H1:3])-[O&H1:4]>>[O:1]=[S:2](=[O:3])(-[O&H1:4])-[C:7]-[C:6]=[O:5],201224,O=S(-[O&H1])-[O&H1]>>O=S(=O)(-[O&H1])-C-C=O,[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:8],170969,O=C-C>>O=C(-C)-[O&H1],,,,S(=O)(=O)(-[O&H1])-C-C(-C(=O)-[O&H1])-[N&H2]>>S(=O)(-[O&H1])-[O&H1]$$O=S(-[O&H1])-[O&H1]>>O=S(=O)(-[O&H1])-C-C=O$$O=C-C>>O=C(-C)-[O&H1],[S:1](=[O:2])(=[O:3])(-[O&H1:4])-[C:10]-[C:8](-[C:6](=[O:5])-[O&H1:7])-[N&H2:9]>>[S:1](=[O:2])(-[O&H1:3])-[O&H1:4]$$[O:1]=[S:2](-[O&H1:3])-[O&H1:4]>>[O:1]=[S:2](=[O:3])(-[O&H1:4])-[C:7]-[C:6]=[O:5]$$[O:1]=[C:2]-[C:3]>>[O:1]=[C:2](-[C:3])-[O&H1:8],O=C(-[O&H1])-C(-C)-[N&H2]>>O=C(-[O&H1])-C,1
